[
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,1,2,2,1,2,1,1,2,1,2,0,2,2,2,2,2,1,2,1,7,7,7,7,1,2,2,1,0,2,2,1,2,1,2,2,1,0,0,0],
	[0,0,0,2,1,2,2,2,8,8,7,7,8,9,7,7,7,7,2,7,7,8,7,2,2,7,7,8,7,7,9,7,8,7,2,2,2,10,2,0,0,0],
	[0,0,0,1,1,7,8,7,7,2,2,1,2,0,1,1,1,7,7,7,2,2,2,1,2,2,2,1,1,2,0,2,1,7,7,7,8,7,1,0,0,0],
	[0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,1,1,8,8,7,7,8,7,7,8,7,0,2,1,2,1,2,2,7,7,8,8,7,7,0,2,2,1,1,2,1,2,2,1,2,1,0,0,0],
	[0,0,0,1,2,1,2,2,2,2,2,2,1,8,9,8,7,7,7,7,8,7,2,2,1,2,7,9,7,2,1,2,1,2,1,1,2,2,2,0,0,0],
	[0,0,0,2,1,1,1,2,2,1,1,1,2,1,0,2,2,2,2,1,2,2,2,2,1,2,1,0,7,7,7,7,7,8,7,7,7,2,1,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0],
	[0,0,0,2,1,1,1,2,1,0,2,2,2,2,2,1,2,1,2,1,7,7,7,7,8,7,8,8,7,0,2,2,2,8,8,7,7,7,2,0,0,0],
	[0,0,0,2,2,7,7,8,8,9,8,8,7,2,2,2,1,2,1,2,7,2,1,2,1,1,2,2,8,9,7,2,2,7,2,2,2,1,1,0,0,0],
	[0,0,0,1,1,8,2,2,2,0,1,2,7,7,8,7,8,7,8,7,7,2,2,1,2,2,1,2,1,0,7,7,8,7,1,2,2,2,1,0,0,0],
	[0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,1,2,7,8,8,2,0,1,1,1,1,2,2,1,2,1,7,8,7,7,7,2,1,0,2,1,1,2,2,2,1,2,2,1,1,2,0,0,0],
	[0,0,0,1,1,2,2,7,7,9,7,7,7,7,7,2,2,2,7,7,2,1,2,7,7,7,9,7,7,7,8,2,1,2,2,1,2,2,2,0,0,0],
	[0,0,0,2,2,1,1,2,2,0,2,2,2,2,7,7,7,7,7,2,2,2,2,1,1,1,0,2,2,2,7,7,7,8,7,7,7,1,1,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0],
	[0,0,0,1,2,1,2,1,2,2,2,7,7,7,7,8,2,0,2,1,2,2,2,2,2,8,8,7,7,2,2,2,1,0,7,7,8,2,2,0,0,0],
	[0,0,0,2,1,2,7,8,7,7,7,7,2,2,2,7,8,9,7,7,8,7,8,8,7,7,2,2,7,8,7,7,8,9,7,2,2,2,1,0,0,0],
	[0,0,0,7,7,8,7,1,2,2,1,2,2,1,1,2,1,0,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,0,2,2,1,2,1,0,0,0],
	[0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,2,2,7,7,7,7,7,7,2,2,2,1,2,2,2,2,2,1,0,1,1,2,1,2,2,1,1,2,7,7,8,7,7,7,7,1,0,0,0],
	[0,0,0,2,1,1,1,2,2,1,7,8,7,2,7,8,7,7,7,8,8,9,7,2,7,8,7,7,8,7,7,7,2,1,2,1,1,11,2,0,0,0],
	[0,0,0,1,1,2,2,2,1,1,2,2,7,7,7,2,2,2,1,2,1,0,7,7,7,2,2,2,1,1,1,1,1,1,1,2,1,1,2,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
]
